source_file,batch_index,group_index,subject,signal_type,annotation_type,start_time,end_time,width_ms,baseline_time,baseline_value,peak_time,peak_value,amplitude_mv,note
20260323111542.npy,3,0,母亲,MECG_clean,P波自动,3.512,3.604,92.0,3.512,-0.07176846265792847,3.552,-0.028852680698037148,0.04291578195989132,自动标记，建议人工复核
20260323111542.npy,3,0,母亲,MECG_clean,QRS波自动,3.628,3.696,68.0,3.628,-0.09142337739467621,3.656,0.8507769703865051,0.9422003477811813,自动标记，建议人工复核
20260323111542.npy,3,0,母亲,MECG_clean,T波自动,3.788,3.956,168.0,3.788,0.027393711730837822,3.868,0.20433363318443298,0.17693992145359516,自动标记，建议人工复核
20260323111542.npy,3,0,母亲,MECG_clean,P波自动,4.148,4.204,56.0,4.148,-0.08975552022457123,4.176,-0.038340095430612564,0.051415424793958664,自动标记，建议人工复核
20260323111542.npy,3,0,母亲,MECG_clean,QRS波自动,4.248,4.316,68.0,4.248,-0.0899449959397316,4.276,0.8207430839538574,0.910688079893589,自动标记，建议人工复核
20260323111542.npy,3,0,母亲,MECG_clean,T波自动,4.396,4.568,172.0,4.396,-0.03148530796170235,4.492,0.171810120344162,0.20329542830586433,自动标记，建议人工复核
20260323111542.npy,3,0,母亲,MECG_clean,P波自动,4.78,4.832,52.0,4.78,-0.06775359809398651,4.804,-0.029970260336995125,0.037783337756991386,自动标记，建议人工复核
20260323111542.npy,3,0,母亲,MECG_clean,QRS波自动,4.876,4.944,68.0,4.876,-0.0768258348107338,4.904,0.8184704184532166,0.8952962532639503,自动标记，建议人工复核
20260323111542.npy,3,0,母亲,MECG_clean,T波自动,5.032,5.196,164.0,5.032,-0.005927958060055971,5.116,0.17520670592784882,0.1811346639879048,自动标记，建议人工复核
20260323111542.npy,3,0,母亲,MECG_clean,P波自动,5.372,5.46,88.0,5.372,-0.08423186093568802,5.436,-0.009327572770416737,0.07490428816527128,自动标记，建议人工复核
20260323111542.npy,3,0,母亲,MECG_clean,QRS波自动,5.512,5.58,68.0,5.512,-0.07209036499261856,5.54,0.8415288925170898,0.9136192575097084,自动标记，建议人工复核
20260323111542.npy,3,0,母亲,MECG_clean,T波自动,5.668,5.84,172.0,5.668,-0.012323926202952862,5.756,0.1782926619052887,0.19061658810824156,自动标记，建议人工复核
20260323111542.npy,3,0,母亲,MECG_clean,P波自动,6.032,6.096,64.0,6.032,-0.07934624701738358,6.068,-0.004789579194039106,0.07455666782334447,自动标记，建议人工复核
20260323111542.npy,3,0,母亲,MECG_clean,QRS波自动,6.144,6.212,68.0,6.144,-0.05350940302014351,6.172,0.9547424912452698,1.0082518942654133,自动标记，建议人工复核
20260323111542.npy,3,0,母亲,MECG_clean,T波自动,6.32,6.452,132.0,6.32,0.04852766916155815,6.384,0.1622360497713089,0.11370838060975075,自动标记，建议人工复核
20260323111542.npy,3,0,母亲,MECG_clean,P波自动,6.664,6.724,60.0,6.664,-0.0779685527086258,6.692,-0.04526634141802788,0.032702211290597916,自动标记，建议人工复核
20260323111542.npy,3,0,母亲,MECG_clean,QRS波自动,6.768,6.836,68.0,6.768,-0.12162140011787415,6.796,0.8188968300819397,0.9405182301998138,自动标记，建议人工复核
20260323111542.npy,3,0,母亲,MECG_clean,T波自动,6.924,7.084,160.0,6.924,-0.009156846441328526,7.016,0.18848758935928345,0.19764443580061197,自动标记，建议人工复核
20260323111542.npy,3,0,母亲,MECG_clean,P波自动,7.308,7.372,64.0,7.308,-0.06725358217954636,7.34,-0.0325552374124527,0.03469834476709366,自动标记，建议人工复核
20260323111542.npy,3,0,母亲,MECG_clean,QRS波自动,7.412,7.48,68.0,7.412,-0.07169869542121887,7.44,0.8287155032157898,0.9004141986370087,自动标记，建议人工复核
20260323111542.npy,3,0,母亲,MECG_clean,T波自动,7.564,7.752,188.0,7.564,0.041834719479084015,7.652,0.21102690696716309,0.16919218748807907,自动标记，建议人工复核
20260323111542.npy,3,0,母亲,MECG_clean,P波自动,7.904,8.008,104.0,7.904,-0.1015196442604065,7.98,-0.0244805496186018,0.0770390946418047,自动标记，建议人工复核
20260323111542.npy,3,0,母亲,MECG_clean,QRS波自动,8.056,8.128,72.0,8.056,-0.06452107429504395,8.084,0.7967807650566101,0.861301839351654,自动标记，建议人工复核
20260323111542.npy,3,0,母亲,MECG_clean,T波自动,8.22,8.38,160.0,8.22,0.009120756760239601,8.3,0.15672194957733154,0.14760119281709194,自动标记，建议人工复核
20260323111542.npy,3,0,母亲,MECG_clean,P波自动,8.596,8.656,60.0,8.596,-0.06242535635828972,8.628,-0.0019891115371137857,0.06043624482117593,自动标记，建议人工复核
20260323111542.npy,3,0,母亲,MECG_clean,QRS波自动,8.704,8.772,68.0,8.704,-0.06416057050228119,8.732,0.8045998215675354,0.8687603920698166,自动标记，建议人工复核
20260323111542.npy,3,0,母亲,MECG_clean,T波自动,8.828,9.036,208.0,8.828,-0.055509909987449646,8.956,0.1835443377494812,0.23905424773693085,自动标记，建议人工复核
20260323111542.npy,3,0,母亲,MECG_clean,P波自动,9.24,9.3,60.0,9.24,-0.04763563722372055,9.268,0.011940736323595047,0.0595763735473156,自动标记，建议人工复核
20260323111542.npy,3,0,母亲,MECG_clean,QRS波自动,9.344,9.412,68.0,9.344,-0.06829868257045746,9.372,0.8965802192687988,0.9648789018392563,自动标记，建议人工复核
20260323111542.npy,3,0,母亲,MECG_clean,T波自动,9.492,9.652,160.0,9.492,-0.07435315102338791,9.584,0.1561139076948166,0.2304670587182045,自动标记，建议人工复核
20260323111542.npy,3,0,母亲,MECG_clean,P波自动,9.876,9.932,56.0,9.876,-0.047141097486019135,9.904,0.018252911046147346,0.06539400853216648,自动标记，建议人工复核
20260323111542.npy,3,0,母亲,MECG_clean,QRS波自动,9.976,10.044,68.0,9.976,-0.04707027226686478,10.004,0.8650276064872742,0.912097878754139,自动标记，建议人工复核
20260323111542.npy,3,0,母亲,MECG_clean,T波自动,10.124,10.3,176.0,10.124,0.015972929075360298,10.22,0.18927763402462006,0.17330470494925976,自动标记，建议人工复核
20260323111542.npy,3,0,母亲,MECG_clean,P波自动,10.496,10.56,64.0,10.496,-0.11288292706012726,10.528,-0.08455845713615417,0.028324469923973083,自动标记，建议人工复核
20260323111542.npy,3,0,母亲,MECG_clean,QRS波自动,10.604,10.672,68.0,10.604,-0.1368076354265213,10.632,0.74985671043396,0.8866643458604813,自动标记，建议人工复核
20260323111542.npy,3,0,母亲,MECG_clean,T波自动,10.756,10.928,172.0,10.756,-0.04057256504893303,10.836,0.12766392529010773,0.16823649033904076,自动标记，建议人工复核
20260323111542.npy,3,0,母亲,MECG_clean,P波自动,11.064,11.188,124.0,11.064,-0.1409367024898529,11.16,-0.015179380774497986,0.12575732171535492,自动标记，建议人工复核
20260323111542.npy,3,0,母亲,MECG_clean,QRS波自动,11.232,11.3,68.0,11.232,-0.03652029484510422,11.26,0.87123042345047,0.9077507182955742,自动标记(估计)
20260323111542.npy,3,0,母亲,MECG_clean,T波自动,11.392,11.552,160.0,11.392,0.0807337835431099,11.484,0.3097582161426544,0.22902443259954453,自动标记，建议人工复核
20260323111542.npy,3,0,母亲,MECG_clean,P波自动,11.72,11.844,124.0,11.72,0.031333692371845245,11.752,0.0652376338839531,0.03390394151210785,自动标记，建议人工复核
20260323111542.npy,3,0,母亲,MECG_clean,QRS波自动,11.848,11.916,68.0,11.848,-0.14782355725765228,11.876,0.7028248310089111,0.8506483882665634,自动标记(估计)
